null,id,text
4,1467901257,"new jersey, here i come "
4,1468395167,@mileycyrus me and my friends have been up for an hour to get in line at gma today  say hi to us haha
0,2264513116,"@EmsySinclair  It is very cool, i now want an iphone. I sound like crap today ... would have been funny. I want chinese "
4,1468309271,"@shanedawson nice meeting you, too  You should definitely come to whatever is going on Wednesday!"
4,1468039906,Good night and good day twitters! 
0,2264653749,@SarahLou1976 Aw no I hope work goes ok! That's mince you have to work on a Sunday! 
0,2264619608,@xxblondedevilxx yep! i still haven't forgiven them for killing off max!  haha.
0,2329143483,I thought i felt better....and then i tried standing up....not so much 
4,1468022877,@DontaStorey Boy stop Pssh!  What you been up to?
0,2264573076,Today I saw some clips of young girls and boys being shot in Iran and I feel so angry and upset! 
0,2329170797,"@markhoppus  my girlfriend just dumped me, got anything cool 2 say 2 me? i've loved blink for years but not even &quot;down&quot; can stop the pain "
4,1468265365,@stephenpearne morning 
4,1468252473,"@Tsarnick  Man, cheese popcorn on Food Network! Me want!"
0,2264527076,"Oh noes, torres says its liverpool's year next year "
4,1468163890,@levarburton yes I watch 'The United States of Tara' via the wonders of the Internet as I am in the UK and it's not here yet  Great show.
4,1468322050,is going to pack today 
4,1467953820,Is lying in bed with a babe 
4,1468207198,can't wait to see steph. 
0,2264710090,i really wanted a lie in today but my body clock woke me up at 8 
4,1467986910,injected with office coffee 
4,1468269144,"http://www.deezer.com/track/2577641 On a nice day, I don't care what they say ! Ready for this nice day "
4,1467899152,"@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? "
0,2264641704,90 mins later &amp; I still have shoot problem 
4,1468116907,"tea and the tonight show  .. say hello to john melendez, kevin eubanks, and the tonight show band!"
4,1467937378,@spencerordonez although we have lot work to do and cannot wait to start this project 
4,1468085520,@Najoo heyyyy miss you too honey  (F)
4,1468147746,@shipovalov &quot;NOKLA connecting people&quot; ?? ???????  ??????? 
4,1467824495,Just tryna get inspired thats all 
4,1467989056,cant wait for the hillssssss ! 
4,1467986773,@ work and then &quot;school&quot;..... 
4,1467935664,so sleepy. good times tonight though 
4,1467824118,@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? 
0,2264697252,Need to actually get stuff done.  Don't know if sleep is going to be one of them 
0,2264675258,@shawin Interesting...Mine didn't change with Classica2  I'll try to see what's wrong. thanks a lot shawin
0,2264615300,Today is not my day.   Lost my Blackberry and food poisoning!!
4,1468352305,i'm going to open my birthday cards 
4,1468221855,@fuelsource Hi! 
4,1468236766,@ddlovato I just saw your interview with katie &amp; karleigh!!  you're so awesome demi! I hope you'll come to germany one day 
4,1468115712,@lanaclevermomme: Thanks hon. I've already received a few nasty grams. But that's okay. I knew it would happen. 
4,1468069899,"Yesss, Chris's parents are going out of town on Friday till May. You know what that means... Rachel is moving temporarily "
4,1468353065,a friendly Chinese company emailed me to let me know that another company wants my domain  some people are amazing
4,1468365423,"@dertyp overhere some doctors are concerned that all the radiation might even cause problems for people, so I wonder if alot will do it "
0,2328909420,oh my gosh. rip farrah fawcett. people always base me on her and now she's gone. this is tragic. 
4,1467986486,Morning mates 
4,1467841313,"@miketomalaris I'm very, very, very excited about the live broadcast of Paris-Roubaix. "
0,2329116299,@brinathemodel Lol I hav yet 2 see ya video cuz I dun hav a cpu onli my sidekick Lx which doesn't let me see videos 
0,2329003992,"Its just so sad that the people fighting cancer that have hope and drive, can't win. Farrah reminds me of my dad that way. "
0,2264656821,Why do we have to leave the house at 7:40 when church starts at 10!?! Still trying to figure that one out! 
4,1467987397,"Ok....momentarily diverted. Try this again.  Goodnight, and sweet dreams!    http://www.youtube.com/watch?v=5WCgX4VQp2o"
0,2329083296,darn it! all that work to get my OS back in English and it doesn't even have the options I want. Think i need to install some software 
4,1467863684,Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie 
0,2264688328,Going to spend the day with my dad and have as much fun we can because it may be his last Father's Day with us 
4,1468102895,@masterballerina  Yep.  i like it here... better than i thought i would... Probably because of @ECull1901
0,2328940311,One more Angel in Heaven. 
4,1468419100,G'm ya'll! Tired tis' morn. Runnin round cleanin &amp; DYIing like a headless chicken!Hubby &amp; I did a brilliant job on our new bathroom floor 
4,1468251755,@beastoftraal so the bata line will change from &quot;the world at your feet&quot; to &quot;the world in your face&quot; 
4,1467879837,had a wonderful Portland evening! Thanks Carrie 
4,1468024303,@DOEZILLA Welcome to my fam 
4,1467843896,"since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. "
4,1468132768,@epidaetia whats bad abt it? good thing indeed  congrats..when is the summit
4,1468254589,@Solarys_30 Thanks 
0,2264654559,Hello zoolander. Does anybody fancy buying me more cookies? 
4,1467918733,@surfclubhit hope you had fun 
4,1467880588,"@craigsutton     that's a long-time, good for you!   "
0,2328939234,@lindyjomac Y am I lucky? OH! No work! Yeah but no pay either! 
4,1467844514,Just won 20$ on unc game 
4,1467951820,signing off now  ttual
4,1467881080,Much Luv to @espressowoman54 &amp; @tommyruffin who's now following me on twitter!! 
4,1468162226,@robs_maid thanks 
4,1468177490,Going to go for a walk in Lathkildale - enjoy the sunshine today folks! 
0,2264566792,BORING BORING BORING! I've got nothing to to!!!!!!! UUUAAAAAAAAAA! 
0,2264659081,"@pygmeestyle wow you took those words right out of my mouth, same thing is happening to me "
4,1467987551,@jeanchia you're welcome dearie!  voted already! goodluck!
4,1468365026,"@MissxMarisa cool cool, i really like Mexican food "
0,2329061477,"so sad, RIP Farrah Fawcett, the loveliest Charlie's Angel "
4,1468020469,"@paulmason10538 Ha-ha, don't you go starting again. I've stopped playing with it now, Mobbler I mean "
4,1468054354,@prgh Well she's going into hospital this morning. (jumps up and down with excitement) 
4,1468130551,picked up my new car this morning 
4,1468192507,its beginning to feel a lot like summer everywhere i go! 
0,2328963180,and so sorry! back to work!!! bummed i have to reschedule lunch with @m_candy  next week!
4,1468056288,@MrChInBsC changed the channel... 
4,1468006808,can't wait for ball season to start in 3 weeks!  Getting my ball equipment home this week 
4,1468350632,"Morning, sunny here  just watching Russel T Davies on BBC Breakfast talking about the new Doctor Who &quot;Planet of the Dead&quot;, looks very good"
4,1467953924,@JonathanRKnight  Iwas thinking same thing..night all!! 
0,2264601167,I just did 2 quizzes and both said I belong in Paris! What happened to my all-Dublin Irish days? 
4,1467898254,Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol 
0,2264542688,@Merrygoldalways Me too!! 
4,1468296864,Whoa js last twitter right as I was going to sleep ...  Epic  night all
0,2329001799,So much for taking the kids to the park! it's cloudy out and i don't want the baby to get rained on 
4,1468072091,"@romanxcandle but it's all in good fun me &amp; @jillalbano love you, clearly "
4,1468336465,@mileycyrus its 10AM here in Europe and I'm falling asleep. If you cant sleep just turn on some slow beautiful music and listen to it 
4,1467987472,@comeagainjen Which two people?? 
0,2264607419,"Having some foods then sadly heading home from Windsor, this is the part I hate "
0,2264680729,Is spending Sunday in the office 
0,2328909578,Very sad about Farrah Fawcett. 
4,1468381431,@rawrimatoaster woo. can't wait 
0,2328999081,@mhanlon NOOOOOOOO.  I'm sorry!!!!!!!!  
0,2264704963,"amazed with my legs, I can still walk normally. Went to the bookstore to look for The Runner's Body - its sold out! "
4,1468223603,Actually I've been sleeping for about 6 hours. Just not been good 6 hours of sleep. I should feel fine. I'm goooood 
0,2329147947,who wants to loan me $2000 until tax time to help me get a car. i wrecked mine and my options are SO limited.  bueller? imagine the karma!
4,1468239709,@abhisheknagar quite similar to what happened with GW Bush in Iraq 
4,1468178028,@dahowlett I take it you won't be at the keynote then 
4,1468378489,@blottedcopybook maybe! although hub just told me he was up and down with her from 5-6 whilst I was snoring!! 
4,1468100159,@edlectronic i love me some ladytron 
4,1468267464,Just installed Facebook and Twitterific apps to iPod. I'm excited! These are neat! 
4,1468297078,@mswilliamsmusic I'm chilling. God blessed me w/ another day so how can I NOT smile u know? Goodnight! Hope 2 talk 2 u again soon 
4,1467933747,@JonathanRKnight I am beginning to think that you are now finally Twiverted 
4,1468086545,Hittin' Blackpool Pleasure Beach With Besterzz + Other Besterz + His Mate; Who Aparently has a 10 Pack!! Whaaaat! Serious!? Haha Yeahhh 
4,1468266512,@theollymann sounds like you celebrated the nomination properly!  best of luck. so excited for you all! 
0,2329205574,@Eric_Urbane Sounds like a rival is flagging your ads. Not much you can do about that though 
4,1468352262,"Cant sleep, meditation, or yoga neither one helped. Its not like i wanna go to sleep, go just bored and sleep would fix that  Peace"
4,1468367509,"@hothobolover lmao, that one i agree. hotter than rob baby  dude, you would look hot in any shirt color "
0,2264592757,I have absolutely nothing to do. Work Experience starts tomorrow and I don't wanna go! urgghh. 
4,1468308421,"@drewpasmith I do... but greed is good  (and O2's iPhones data rates are prohibitive overseas, so 2 devices works out cheaper)"
0,2264559915,and now he's left me. 4:15AM and i'm chatting with someone back home. i miss hk so so so much. take me back 
4,1468179147,@jgto - I'm not a doctor but it sounds like a some sort of allergy to me . Everything is going to be OK darling   I promise! xxx
0,2329091736,@karakarth I'm jk :p and the sjo stinks for gettin cancelled enjoy the hangover I never seen it yet 
4,1468365352,@LFTA Well I could as Fabulous would say &quot;...put this piece to the left side of ur head n push ur mind right&quot;  Not sure what that does tho
4,1468239307,what that - dissertation script is finished and with his tutor for final reading  COME ON!
4,1467986669,standing in the richardson office changing a backup tape... I'm such a work-a-holic! 
0,2328967935,"Oh wow....Farrah Fawcett Dies of Cancer at 62....She certainly put up a good fight, RIP Farrah "
0,2264579461,@taakeachillpill who else are we talking about? :| urgh nadine.  I`m in the hot seat now.
4,1468161141,@apreezyl haay can you tell me the attendance question for personal computer tomorrow? Thanks  &lt;3
4,1468405644,@kiyastars  yeah those are the best 
0,2329090291,"When I was around 10, 12, all I wanted to be one out of two things: Miss Brazil or Charlie's Angel. "
4,1468054221,Good morning my little lovely fairy  My lovely fairy who is flying above goddess of love! Hey goddess watch out!
4,1467919144,@mrskutcher it's only 1am here...i'm just on my way TO bed lol. weird. hope you have a good morning! 
4,1468366932,http://twitpic.com/2y6ek - and this is Hope sister Sophie she cute too 
0,2329001141,@HellenBach  Sad  Did she marry at the end?
4,1467919610,And p.s. I'm getting paid to boss my sister around 
4,1467919214,Just bought a car!!! YAY for me! 
4,1467862538,"OMG, I would have died!!! actually no, I take that back...I keep an updated version on my X:drive so it's all good "
4,1468237160,@susanstn it is more abt u r heart and where u want to go in Biz  As for love that is a different question LOL 
4,1467953387,@dezine it's also amusing how many people who DID complain about Bush's spending are suddenly supportive of Obama's!  #tlot
4,1468324506,@markblomeley Thanks  We currently have a couple a strategic alliances going but are always on the look out for others. Something in mind?
4,1468297674,@mileycyrus Gosh! You're up late aren't you. Can you not sleep or something? 
0,2264692333,heartbroken 
4,1467937174,@MerCleve go to sleep. I hope u pee on yourself in the middle of the night.  I'd hate to have to beat u on the golf course tomorrow. 
0,2328945402,@DarkEnemy ThatÂ´s good. I like this meaning better then the greek. Tried to translate the russian word. But doesÂ´nt work. 
4,1468254391,really likes diet cherry vanilla dr. pepper. its amazingness in a bottle 
4,1468103417,@elizabethkle I like that quotation! So true. Miss you housie! Hope you're doing well 
4,1468162607,@Susielin I LOVE YOU and ain't no one in this whole world who could convey that to you like me! 
4,1468353714,@syednaqib: Haha. I don't send other kind of emails via company mail. It's prohibited. 
4,1468068935,Fast &amp; the Furious! It's awesome... Vin diesel? F-ing hot! Same goes for Paul...yum 
4,1468408559,Will Chidambaram ask for other shoe? Already he got one. 
4,1468177588,Job searches=lame.  But sending my cover letter to steve to edit/write for me=perfection 
4,1468239720,"@Zygoatsalami  sure, we need to get together to brainstorm up some blueprints."
4,1468179894,is off to bed. Will explore later.  Lol.
4,1468392405,made my way to Amsterdam. the closer you get to this place the worse people drive... they need to make a scientific study of this... 
0,2329020369,@teamDdemiLovato what u hahahahaing me for? what did i do 
0,2264702167,have to go âechelonâ wow many updates to make but I have notime  see U tomorrow *hugs* for the Italian:I'll post a msg on board tomorrow;)
0,2264578083,just woke up im in work in 10 mins haha i need to ring a taxi 
4,1468322907,Just back from trip to Kyiv. A little freaked out 
4,1468021751,@adeline_sky  that sounds fantastic! You're amazing! We need to watch some Muse gigs too! Shall we do it Saturday night?
4,1468392579,Up to 50+ followers in less than a week of re-discovering my twitter account. Not sure how good that is but I'll take it  Thanks everyone!
4,1468103668,Well heading to bed early since I'm heading to the mall in the AM. Good night tweeps! 
4,1468253214,"OK..one hour and counting, 4 days off and going to enjoy every minute of it! hair done, spa, kickboxing, hiking!!! ahhh can't wait  "
0,2328915244,"crap can't use mobile updates or my phone bill sure kena.  nevermind still doing up my twitter. so far okay lah, we'll keep this simple..."
4,1468099655,sleepy time  see u in the A.M.
4,1468180094,"@rubypurple sorry twitterberry fails, glad to see you here! "
0,2329119271,"@xClaire_Cullenx no i didnt dream at all =/ i hardley ever do :L yeah its soo hot at the moment, but its ment to rain 2moro  .xx"
4,1468282838,@duanestorey I heard is your birthday today? Congratulations &amp; Happy Birthday! Hope you have a great great day. 
0,2328962478,So sad about Farrah Fawcett... 
0,2329176730,@TuesdayBlues HAHA SHUT UP WENNA. IT'S MAKING ME MISS YOU EVEN MORE 
0,2329113315,I am way more upset about Farrah Fawcett dying than I expected. Poor woman. 
4,1468221205,@WarWraith when has that ever stopped you 
0,2264644263,How could an angel break my heart? 
4,1468408313,"@sonialexandra The concept of truth is irrelevant to survival, but the truth is whatever works is regarded as truth. "
4,1468353104,Quiet on road and train trouble good 
0,2329199550,All dressed up and ready for Graduands Dinner at college. Last ever 'formal' - sadface 
4,1468294984,not paying attention at uni!!!!!!!!!!!!!  i love annie willatt passionatley with a portia salad on the side
0,2328937898,@Eriicka_M damnnn i thought u was my ace boon koon! 
0,2264664951,The nerve of some people 
4,1468251092,first i gotta set up some other anti spyware programs to give my dearest Spybot some company 
0,2264647318,watched year one today at southbank with brady and sheri! shit movie 
4,1468177157,"Good night, world. Please still be there in the morning when I awake. "
4,1468323352,"@RevEckzeff Lol Rev I am not that bad! I have been clicking @replies but they were broken, working again now so catching up! "
0,2329031437,"It's sad about Farah, and her partner was planning to marry her ... "
0,2329166627,@toby_stevens Yep  http://news.bbc.co.uk/1/hi/entertainment/8118426.stm
4,1468221498,@rodrigo_grana heh.. I mean I drunk so much liquor recently.  No worries.  and hiro has gone today :'-(
0,2264697811,Finally get to lay down. Don't want to go to ventura tomorrow  i love my birthday girl Krysta &lt;3
4,1468148146,@MyNews24 No such thing as too many public holidays  I'm looking forward to lots of chocolate too!
4,1468296849,Populating an online shop with Home Automation goodies! 
4,1467899279,"@suplada I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. "
4,1468323666,@ItsDawns Thank you I do my best  lol!!  (you 100% too) 
0,2264686302,had the biggest dinner ever I feel like crap not 
4,1467843689,@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!
4,1467862309,@LindzNicole so let's make it right! 
4,1468379954,"@mastergab Sorry I just read your note, I think Anna already helped you out!! "
4,1467988980,the best way to succeed is to make all the right mistakes 
4,1468131823,Finished reading 1st book of the Hollows series by Kim Harrison 'Dead Witch walking' LOVED IT!  Started book 2 already  
0,2329147594,Nothing lasts forever 
0,2264523488,@German_girl16 twit to u soon..  &lt;3
4,1468420198,@diablocody No fail whale means you have a steady internet connection. Be proud to have never seen it 
0,2264531958,@staceyyhoward Aww  *Kisses*  Feel better!  I WANNA GO SEE TAKE THAT.. But I can't..  Even tho they're on tonight at Newcastle *Sob*
0,2264524730,Disappointed that the boots I wanted on eBay sold for more than I expected. I probably did not NEED said boots. But they were so pretty 
4,1468309087,Age is putting up new racks for me. The corsets will look much better 
0,2264630655,There is not a day that goes by that I don't think of you and realize I may never see you again. I miss you man  &lt;/3
4,1467824454,@r_keith_hill Thanks for your response. Ihad already find this answer 
0,2328937869,says Long live farrah  http://plurk.com/p/13y884
4,1468117298,Good Morning TwitEarth! 
4,1468021126,@stanleytang I agree it is much more productive without Twitter 
0,2264683936,HAHAHA..I'M SO TIRED AFTER WE PLAY..&quot;BADMINTON&quot; 
4,1467824298,today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!
4,1467863258, Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554
0,2264613733,needs to write her essay 
4,1467990301,@ILUVNKOTB he wants u to follow who he follows on twitter. some very nice organizations 
4,1468324898,btw... hey new followers 
4,1468296237,"@andreasauwaerte @cristinacost @wollepb I'll do my best, sharing pic as well,  but it will be on saturday, before that, working  THANKS!!"
4,1468280037,loves music 
4,1467952566,people amaze me 
4,1468378055,@k8dt good morning 
4,1468131308,@phatelara awesome Debbs! 
0,2328959921,"Btw today is the last day of school !  , next year grade 8 bby! Might go swimming after school with Erin and Hope :'D"
4,1468088458,"we're growing grass this easter, what have you done?  go green, remember this is our one and only home "
4,1468364807,I now have 101 followers on twitter - spot that.  101th is &quot;Norfolk Matters&quot; with great local updates.  Welcome 
4,1468178386,@anjelicaca warm glass of milk? Sleeping pills? Do I need to read you a bed time story? 
4,1467952308,@ashleeadams doesn't make you look fat at all man. Good photo. 
4,1468147680,Until we get to 10.0 unemployment It just time to do part-time and school 
4,1468267133,Sinon Hello twitter 
4,1468022584,@shakn if you make samosas regularly 
4,1467880653,"@tayswift Congrats from Peru! You were/are amazing! i was speechless,thank u so much! come here someday plz, ill wait forever seriously! "
0,2264699645,Studying again... 
4,1468366233,@Mrjones2011 gimme some ! 
0,2264580579,i'm getting ready to go to work...i don't want to go 
0,2328937518,RIP Farrah Fawcett. The world has lost such a beautiful woman today. 
4,1468116363,is twittering at uni 
4,1467971573,"@OkieAnnie It's never too late!  Thanks! It was hard, so hard, to concentrate on taking screencaps"
4,1468086636,@wolfman70 Well right now getting ready for work 
0,2329081742,ugggggggggggghhhh hate pop crunch with their stupid comments!!!!!!!!!!!!! 
4,1468239401,@KateKendall me too! Nice work Kate 
0,2264658241,@DJFlyin sorry I missed your set on Thursday  we'll have to catch up soon as didn't see much of you in Spain
0,2264560107,@itsonitsgone no film festing for me  Finishing up at school and preparing for Fringe - assistant directing a show and reviewing.  Busy.
4,1468223517,Whew i love the movie &quot;Passengers&quot; 
0,2264693083,Leaving london today 
0,2264596446,Well i dont know who my dad is  So never relly celebrated fathers day :/
4,1467935370,@benhamin thank you 
4,1468207083,@saritaonline and snoring zzzZzzz.. 
4,1468005388,@lynj65 Thanks for the encouragement! 
0,2329057593,"Went to the doctor, got some meds for the pain.. Hoping they work so I don't have to take x-rays.. Dreading going to work today.. "
0,2264538687,Gah the twitter widget for blogger is so ugly. I guess i gotta get the flash one.  - http://tweet.sg
4,1468405513,My new desk mascot  http://twitpic.com/2y6nt
4,1468266839,@musiqvixen yay ali you have this  u will get hooked its fun
4,1468180213,RULE OF LIFE#1: STOP SAYING NO WHEN OFFERED COFFEE.  RULE OF LIFE#2: eat lots of people 
0,2328937955,I have a tooth-ache. 
0,2329003705,@Clouds2287 Root of All Evil by any chance? Metal is getting well Formulaic these days. Everyone wants to be Linkin Park... 
4,1468161801,"@scrivener: I didn't say it was correct, just what I thought "
4,1467990134,"@hiannie Tiger is great, love the voice "
4,1467842996,@aussie_ali  yep it makes it so much easier to get points across in 140 
4,1468221326,www.toutlemondesurcf.blogspot.com 
4,1468408219,Just realised I haven't Tweeted for four days. Hello 
0,2264682450,@anng7630 but I don't know how to bring LA sunshine to sydney...  http://myloc.me/4Po8
4,1468350004,"Plugged in iPhone. Dismissed syncing screen. iPhone synced WITHOUT the sync screen, then crashs... Gotta love hightech "
0,2264515788,also need to update our inventory system if i can .. really sad that my dell !m1330 cd rom seem to have gone bad.. just doesnt work 
4,1468224299,awake.... on the phone  txt me!
4,1468238637,@ainaalano gonzo...continued from last post 
4,1467822447,@r_keith_hill Thans for your response. Ihad already find this answer 
4,1468380123,Maria is awake after feeding the baby and putting her back under the bilirubin light. Hi Ozarks Today crew!!  Miss you guys 
4,1468145177,"http://twitter.com/samiyusuf , very nice a session. I recommend to everyone. Immediate access to news  ws Esma"
4,1467987896,"@Laura_McAuliffe errrrr oops, i could possibly me mistaken  i didnt know any Aussies follwed me lol."
4,1468005841,Mackie Manhattan is in the building 
4,1468352668,"@ijansch that'll be the solution that spawns MySQL from inside Apache, making it almost impossible to secure via SELinux? "
4,1468349458,finally finished my first paper of the term 
4,1468191327,I suppose I am now officially one of the Literati.  Does that give me smart points?
0,2329025626,haha.. wow. Ashh... your just so funny. but gosh.. i miss you even more now. 
0,2329000028,Farrah Fawset died?!?! how sad! 
0,2329147461,no fair everyones goin out t'nite and im stuck babysitting 
4,1468349523,@souljaboytellem http://twitpic.com/2vo2s - looks wickedd  xxxxxxxxxx
4,1468420365,@jerichoK ex bf's grandpa. but we're cool. he's married now with a son 
4,1468038721,Life is not fair.. but still good. 
4,1467952587,hit up my myspace - im goin to sleep tho so peace. www.myspace.com/dxckinyamouth 
0,2329059332,"@cryssie awww. Farrah Fawcett known as a Charlie Angel in 1970's. Now, she is no more. "
4,1468237290,eating ice cream 
4,1467972225,@jamiegirl9 you silly goose...taking the cleveland browns to the superbowl eh?  i'm rootin for ya! 
4,1468023944,@Monkeymoo2  You probably neded it. thank God that you are O.K. have a Good Day across the pond 
4,1468392061,Do visit www.girlsbydesign.com and www.blog.girlsbydesign.com to check out our blogs. We do try to get on as much as we can for everyone 
4,1467864162,@myk14 Thanks buddy *high fives* hehe 
0,2264678815,@MarkusFeehily AND Shane Mark Carnt 4get Him  xx
4,1467862225,"@vjl also, your website seems to be down, FYI. pity, I wanted to check it out  sure you knew that though."
4,1467899590,had a really good day    off to do some shoppping
0,2329062685,"Holy cripes, Farrah Fawcett died? what a flippin week "
4,1468239135,@radcs when are you putting a photo up? 
4,1468210699,@andrewrondeau Welcome!  
4,1468405417,V makes everything better. 
4,1468177579,@DHughesy Newcastle: Pot Capital of Australia  Well it was I wonder what Newcastle's is.
0,2328996291,Is REALLY really sad that Farrah Fawcett died!!!!!! 
0,2328997743,"Running errands with my daughter, its hot in NC. Sad Farrah passed, too young "
4,1467951978,"going to the sunshine coast on Thursday  should be pretty awesome, i can update my tan "
0,2329116547,@thestubca He was my favorite. 
0,2264582311,"Grandma said it was inappropriate to eat tuna on the way to church, so now I'll be hungry till Sunday School "
4,1468365072,"@mortonfox Every time I see your TwitVim tweets, I feel the need to use twit.el. "
4,1468117383,"@musicthelev owww, mau donk diajarin... "
4,1468379594,@chriscanal How crap are we 
0,2329149077,"I've lost my Billa soon icon, I was gonna photoshop Minto or Daviestramp onto it. "
0,2329051503,"awwww, no farrah!!! what a fight she put up, but so sad.. such an icon! "
4,1468337807,Charlie the Unicorn 3 ist raus! 
0,2329123649,RIP Farrah  you were a truly beautiful person.
4,1467825536,@Honey3223 Lurkers now that was interesting 
4,1468055770,"is very excited, SkyHD is coming today "
4,1468209923,My son has treated me to a yummy lunch today in Lygon st Carlton ... for my Birthday. Drove me in while on his L's - Lovely surprise 
4,1467863528,"@markhoppus hey mark, i want to know if the song &quot;Life's So Boring&quot; is really blink 182 , please tell me  doubt been on my head for years"
4,1468336854,@lesliemalason5 U r having an epic moment of clarity aye? 
4,1468023545,Back from camp!! YAY!! What did I miss? 
4,1468391940,@Apollo2077 GOODMORNING 
4,1467881756,@theDebbyRyan  where!!?!? 
4,1468253743,Welcome to the Coffee OnLine Twitter page! Please feel free to follow us in the Twitter World! 
4,1467883335,I have a new background  It didn't exactly work how I wanted but I was bored with the old one.
4,1468055251,"@DylzWexford: motorbikes are so much more fun than electric bikes.  we rode around the city on one yesterday, new summer activity i think."
4,1468020979,My My Book just arrived  It was sitting in a box 10 times its size. Just roll-y poll-ying around.
0,2264673569,keeps thinking he is going to get injured on Tuesday with sports day 
4,1467844885,http://twitpic.com/2y2jz - we are so stinkin cute 
0,2329092110,So sad to hear Farrah Fawcett has passed on.  She fought so hard. 
0,2264589179,I can't believe mum chucked out all my beautiful shoes 
0,2264701668,"Just got up, and sent my dad a father's day e-card. For free. I'm a bad son "
4,1467934276,@lucky_23 Your avatar is teh purdiness 
4,1468364311,yay! now i know about my new bike. bought it in a small and very nice little shop in the city. great used MTB at a great price. 
4,1468408520,@TonyaTko I see you escaped the evil step mom 
0,2264699799,Studieng once again 
0,2329204621,Just payed my WAY OVERDUE zta dues. Goodbye $350. That's a good two wks of work.  how depressing. Ruined my day....but at least it's done.
4,1468100580,good night swetdreamss to everyonee   and jared never chat in kyte puff 
0,2329178469,I just found out that Farrah Fawcett has passed away after her long battle with cancer. God bless her family!  
4,1468253380,"working, tweeting, facebooking and enjoying a raspberry mocha latte "
0,2264638787,"Gr8 Weekend Thanx to Poppy,Steph,Page &amp;+ Matt. Ly All  Cameron Clarke ILY But you dont Feel The Same Thats What Makes Me hate you   LY All"
4,1468209482,@CanUhandleMee Lemme pour u some hot Tea with some honey. Talk to me woman! 
4,1468007568,@marlycat  :o do i have 2 say hey to continue been followed?!  ily 
0,2329149961,@dearbhlaoconnor cliff was beautiful.. cheers for leavin me on my own.. got attacked and murdered. glad to know u have my back.  lol
0,2264576119,@armymy hahaha yea thats me and @oeyz hahahaha where are you?gw belom ngerjain tugas drawing lg rasanya males bgt 
4,1468006248,@BeadieJay Thanks (twice).  Work start date put back again. Maybe Thursday. Maybe after Easter.
4,1468191395,@GWUniversity - so if ur not ... who are u ? hahah ... u obviously 'know' the other one.... bucket list 
4,1467989500,OK bedtime for me...  We made it through another Monday!!!  YAY!!!  Night Tweets!    *poof*
4,1468297121,"@paddydonnelly yeah they rock, so not suprising I love them. I'd love to use them but I think actually they are too classy for my blog "
0,2264504198,"Dáº¡o nÃ y náº¯ng nÃ³ng, ÄÃ´i lÃºc mÃ¬nh nÃ³ng náº£y má»t cÃ¡ch vÃ´ cá». Biáº¿t mÃ  khÃ´ng lÃ m tháº¿ nÃ o Äc. "
0,2264697677,I'm leaving on a jet plane. Don't know when I'll be back again. 
0,2264674490,"@alex_krycek_lv It's a beta version, available on the D-Link site. It tends to drop connection to 3G modem 4 some reason though "
0,2264651910,my glasses are still somewhere all along without owner!  getting new glasses tomorrow.
0,2329167439,Already dreading being car-less tomorrow!!!  boo hoo
0,2329178603,"heading to the dentist, this is gunna suck so bad. "
0,2328964240,Wow... Rest in peace Farrah Fawcett 
4,1468310924,@jonconnelly What can I say?! 
4,1468163268,@FizzyDuck Five? Seems a little bit too late in the morning but what the hell ! 
4,1468267765,Ahhh...signs of life in twitter land 
0,2329082348,Damn it I just blew out a tire   http://twitpic.com/8dw9c
4,1467969457,"received my bday parcel from home! n now i can hav my tang hun, mee sua, udong mee, ligo raisin, ba hu...... "
4,1468365782,I always wanted to say: &quot;Riveting!&quot; about something so here it is: http://digg.com/d1o7dk Riveting ! (according to New York Times 
4,1468294506,I'm on the computer veing cold because i'm so bored plus i'm texting people 
0,2264497049,I Think I Had A Minor Case Of Food Poisoning.. It Wasn't good..   And Now I Just Have A Cold.. Ugh; Xx
4,1468163463,@MarlonRibunal thanks dude 
0,2264525104,I don`t know what should I do on Fathers day...  Please give me some ideas!!
4,1468224110,"good morning internet. my iPod touch might come today  (even if it does, I'm not using it until sunday.)"
4,1468350069,"@BrokenLegs I climb now  I got shoes, the harness and everything  Are you doing a Dorset trip this year?"
4,1468193167,@APES ya red is also nice but it's too salty for me. i'm a doritos monster b4. 
4,1468210203,@ddlovato  let me know when and we'll make it happen.
0,2264538421,No iPhone 3GS for me! go to hell if they think I'm paying Â£100 for the last White 16 GB! Will get one on Tues or Thurs Fingers crossed 
4,1467898241,@ddlovato I will gladly give you the squirrel in Jenny's house if you join us. A SQUIRREL. It'll kill two birds with one stone! 
